"ID","year","01","02","03","04","05","06","07","08","09","10","11","12"
"TE","1961",227.43440246582,184.279006958008,176.515182495117,117.344718933105,79.2224731445312,37.8976631164551,8.05507755279541,69.4715347290039,67.5524444580078,95.2484512329102,103.68620300293,350.567413330078
"TE","1962",113.221336364746,58.7733688354492,310.385528564453,133.841827392578,102.93140411377,44.3158111572266,83.3390731811523,60.0371284484863,104.89510345459,171.90852355957,36.5650520324707,193.636215209961
"TE","1963",318.507293701172,124.281188964844,132.620712280273,152.203826904297,17.6371212005615,87.4091186523438,61.6523246765137,32.3056907653809,56.5034980773926,219.26139831543,165.693389892578,206.102066040039
"TE","1964",368.09326171875,285.907958984375,210.099945068359,21.6614322662354,95.413932800293,93.2160186767578,46.6265068054199,73.9028396606445,86.7132873535156,206.371658325195,191.26335144043,155.130584716797
"TE","1965",160.493301391602,238.307647705078,172.609985351562,44.4704895019531,42.213436126709,58.0689926147461,28.1927700042725,66.0408401489258,94.8251724243164,107.595474243164,254.676849365234,245.577255249023
"TE","1966",324.953491210938,304.886840820312,153.240173339844,106.15535736084,32.2383460998535,30.104190826416,58.0895004272461,74.0457916259766,114.265739440918,272.177185058594,188.322799682617,71.6093826293945
"TE","1967",265.119750976562,112.189788818359,20.307056427002,52.0735054016113,105.678153991699,87.4091186523438,55.7659187316895,77.0476455688477,39.3006973266602,94.7057266235352,109.695152282715,321.203430175781
"TE","1968",199.831512451172,176.932327270508,168.23616027832,170.852752685547,38.8884048461914,64.4871444702148,70.0172119140625,33.8780937194824,159.440567016602,201.487106323242,180.396118164062,149.036163330078
"TE","1969",396.522613525391,225.757064819336,275.863555908203,43.7532234191895,74.3072128295898,53.0261611938477,52.9776229858398,42.4548263549805,29.9300670623779,119.399765014648,124.781425476074,37.3975486755371
"TE","1970",344.622589111328,100.71061706543,186.043869018555,115.766731262207,87.1736373901367,27.0479259490967,37.6419982910156,75.0464096069336,122.097900390625,138.666549682617,139.739852905273,178.815719604492
"TE","1971",235.202850341797,129.79118347168,107.15877532959,90.232063293457,40.6232070922852,44.4686241149902,51.5834770202637,30.1615104675293,278.041961669922,200.537338256836,23.0129680633545,175.352951049805
"TE","1972",223.632797241211,103.618675231934,145.7421875,43.8966751098633,22.8415184020996,22.7691593170166,63.6660995483398,42.3118782043457,218.321685791016,185.748062133789,46.2816352844238,172.167251586914
"TE","1973",267.433746337891,50.8144760131836,135.588653564453,160.237213134766,109.292320251465,42.9404945373535,25.4044761657715,43.8842811584473,63.7762222290039,87.3789215087891,149.839996337891,148.620651245117
"TE","1974",224.459228515625,43.7739143371582,186.356292724609,84.9242858886719,64.1875610351562,65.7096481323242,36.4027557373047,110.211013793945,58.7412567138672,259.016082763672,120.050987243652,117.178993225098
"TE","1975",209.583419799805,201.115127563477,146.835632324219,97.9785308837891,47.1287002563477,86.4922409057617,79.466438293457,94.2011108398438,50.4895133972168,159.697189331055,151.37419128418,139.201995849609
"TE","1976",240.987884521484,121.37313079834,74.0426559448242,81.7683181762695,63.4647254943848,96.7307205200195,107.814109802246,166.388610839844,164.755233764648,92.5348281860352,179.884704589844,151.113815307617
"TE","1977",199.005081176758,271.520721435547,254.46305847168,83.346305847168,70.8376159667969,131.419296264648,36.7125663757324,38.7382431030273,215.104888916016,83.7155227661133,245.088104248047,208.733734130859
"TE","1978",56.6933097839355,218.104293823242,95.4431686401367,144.170455932617,60.8625259399414,61.4308853149414,41.6695365905762,82.6225204467773,65.0349655151367,236.085891723633,132.580276489258,242.945571899414
"TE","1979",270.243621826172,229.277359008789,114.969177246094,104.290481567383,62.4527549743652,95.3554000854492,48.1755599975586,46.3143539428711,95.8041915893555,94.0273208618164,187.427841186523,86.5684051513672
"TE","1980",141.15478515625,172.952880859375,189.949081420898,245.018051147461,100.040069580078,27.6591796875,31.1359729766846,77.7623748779297,101.678321838379,114.650917053223,270.018829345703,136.84733581543
"TE","1981",54.2140121459961,184.125946044922,266.491058349609,47.3395538330078,84.2823104858398,71.3637390136719,14.4061965942383,63.4678230285645,93.8461532592773,92.1277770996094,262.475677490234,146.542999267578
"TE","1982",184.294570922852,144.637588500977,76.5419845581055,170.565841674805,61.5853614807129,108.802963256836,117.882957458496,15.2951726913452,67.9720230102539,140.56608581543,162.497116088867,106.513763427734
"TE","1983",153.716552734375,116.781463623047,94.3497085571289,78.3254470825195,91.9443435668945,57.1521186828613,52.0481948852539,25.4443073272705,168.251754760742,54.9510307312012,245.98307800293,125.628082275391
"TE","1984",26.1152858734131,168.208160400391,186.824920654297,163.393188476562,25.2991485595703,27.9648056030273,80.5507736206055,45.1707878112793,96.9230728149414,101.21842956543,168.378219604492,122.996398925781
"TE","1985",255.367828369141,302.897125244141,52.3297233581543,125.95191192627,97.5824356079102,71.8221740722656,81.6351089477539,65.4690551757812,98.1818161010742,194.431671142578,342.381866455078,156.931213378906
"TE","1986",51.7347106933594,124.587295532227,84.6648101806641,87.9368057250977,92.6671752929688,33.6188888549805,25.5593795776367,161.242584228516,283.916076660156,126.726577758789,74.2807464599609,192.112594604492
"TE","1987",436.356658935547,240.909606933594,264.772766113281,122.078666687012,241.859878540039,49.0530166625977,19.0533561706543,80.7642288208008,222.79719543457,157.254928588867,126.315628051758,296.687225341797
"TE","1988",97.8496856689453,78.6706008911133,111.220191955566,173.434921264648,102.786827087402,31.3266944885254,32.8399314880371,56.3205451965332,122.937057495117,162.81787109375,195.226684570312,102.635498046875
